date_added,site_id,month_year,segment_id,fragment_id,fragment_type,fragment_description,visual_id,fragment_weight,notes
3-31-2023,GCTL,Sep2021,GCTL_S4_14Sep2021,GCTL_S4_14Sep2021_F2,Invertebrate,arthropod,,0.161,molt
3-31-2023,GCTL,Sep2021,GCTL_S4_14Sep2021,GCTL_S4_14Sep2021_F3,Vertebrate,hair_and_bones,,0.105,2_bones
7/24/23,GCWP,Jun2021,GCWP_S1_05Jun2021,GCWP_S1_05Jun2021_F1,Anthropogenic,paper,,0.191,n/a
7/24/23,GCWP,Jun2021,GCWP_S1_05Jun2021,GCWP_S1_05Jun2021_F2,Plant,seeds_plant_material,,0.337,n/a
7/24/23,GCWP,Jun2021,GCWP_S1_05Jun2021,GCWP_S1_05Jun2021_F3,Invertebrate,legs_and_exoskeleton,,0.002,n/a
7/24/23,GCWP,Jun2021,GCWP_S2_05Jun2021,GCWP_S2_05Jun2021_F1,Invertebrate,exoskeleton,,0.026,n/a
7/24/23,GCWP,Jun2021,GCWP_S2_05Jun2021,GCWP_S2_05Jun2021_F2,Anthropogenic,rubber?,,0.002,n/a
7/24/23,GCWP,Jun2021,GCWP_S2_05Jun2021,GCWP_S2_05Jun2021_F3,Vertebrate,hair,,0.04,n/a
7/24/23,GCWP,Jun2021,GCWP_S2_05Jun2021,GCWP_S2_05Jun2021_F4,Plant,plant_material,,0.002,n/a
7/24/23,GCWP,Jun2021,GCWP_S3_05Jun2021,GCWP_S3_05Jun2021_F1,Plant,plant_material,,0.224,seeds
7/24/23,GCWP,Jun2021,GCWP_S3_05Jun2021,GCWP_S3_05Jun2021_F2,Anthropogenic,paper,,0.096,n/a
4/26/23,GCWP,Jun2021,GCWP_S4_05Jun2021,GCWP_S4_05Jun2021_F1,Invertebrate,arthropod,,0.003,exoskeleton
4/26/23,GCWP,Jun2021,GCWP_S4_05Jun2021,GCWP_S4_05Jun2021_F2,Plant,plant_material,,0.023,seed and leaf fragments
4/7/2024,GCBH,Sep2021,GCBH_S1_12Sep2021,GCBH_S1_12Sep2021_F1,Vertebrate,hair,,0.2864,need to locate
4/7/2024,GCBH,Sep2021,GCBH_S1_12Sep2021,GCBH_S1_12Sep2021_F2,Anthropogenic,paper,,0.2864,need to locate
6/26/23,GCETRO,Sep2021,GCETRO_S1_14Sep2021,GCETRO_S1_14Sep2021_F1,Plant,plant_material,,0.594,n/a
4/7/2024,GCNRM,Jun2021,GCNRM_S1_26Jul2021,NRM_S1_26Jul2021_F1,Anthropogenic,paper,,0.059,n/a
4/7/2024,GCTL,Sep2021,GCTL_S1_14Sep2021,GCTL_S1_14Sep2021_F1,Vertebrate,bone,,0.353,need to locate
4/7/2024,GCTL,Sep2021,GCTL_S1_14Sep2021,GCTL_S1_14Sep2021_F2,Anthropogenic,foil,,0.353,need to locate
